idx,Dataset,Feature Calculator,Feature Level,Number Of Removed Links,Number Of Correct Suggestions,AUC
5,Datasets.Football,Feature_Calculator_Enum.CAR,Feature_Level_Enum.Level_1,61,23.0,0.6885245901639344
5,Datasets.Football,Feature_Calculator_Enum.CAR,Feature_Level_Enum.Level_2,61,0.0,0.5
5,Datasets.Football,Feature_Calculator_Enum.CAR,Feature_Level_Enum.Level_1_And_2,61,1.0,0.5081967213114754
6,Datasets.Football,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_1,61,16.0,0.6311475409836066
6,Datasets.Football,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_2,61,1.0,0.5081967213114754
6,Datasets.Football,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_1_And_2,61,1.0,0.5081967213114754
6,Datasets.Football,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_1,61,0.0,0.5
6,Datasets.Football,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_2,61,11.0,0.5901639344262295
6,Datasets.Football,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_1_And_2,61,10.0,0.5819672131147541
6,Datasets.Football,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_1,61,15.0,0.6229508196721312
6,Datasets.Football,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_2,61,1.0,0.5081967213114754
6,Datasets.Football,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_1_And_2,61,1.0,0.5081967213114754
6,Datasets.Football,Feature_Calculator_Enum.Adamic_Adar,Feature_Level_Enum.Level_1,61,15.0,0.6229508196721312
6,Datasets.Football,Feature_Calculator_Enum.Adamic_Adar,Feature_Level_Enum.Level_2,61,1.0,0.5081967213114754
6,Datasets.Football,Feature_Calculator_Enum.Adamic_Adar,Feature_Level_Enum.Level_1_And_2,61,1.0,0.5081967213114754
6,Datasets.Football,Feature_Calculator_Enum.Jaccard,Feature_Level_Enum.Level_1,61,20.0,0.6639344262295082
6,Datasets.Football,Feature_Calculator_Enum.Jaccard,Feature_Level_Enum.Level_2,61,0.0,0.5
6,Datasets.Football,Feature_Calculator_Enum.Jaccard,Feature_Level_Enum.Level_1_And_2,61,16.0,0.6311475409836066
6,Datasets.Football,Feature_Calculator_Enum.Clustering_Coefficient,Feature_Level_Enum.Level_1,61,16.0,0.6311475409836066
6,Datasets.Football,Feature_Calculator_Enum.Clustering_Coefficient,Feature_Level_Enum.Level_2,61,0.0,0.5
6,Datasets.Football,Feature_Calculator_Enum.Clustering_Coefficient,Feature_Level_Enum.Level_1_And_2,61,0.0,0.5
6,Datasets.Football,Feature_Calculator_Enum.Local_Naive_Bayes_based_Common_Neighbor,Feature_Level_Enum.Level_1,61,16.0,0.6311475409836066
6,Datasets.Football,Feature_Calculator_Enum.Local_Naive_Bayes_based_Common_Neighbor,Feature_Level_Enum.Level_2,61,0.0,0.5
6,Datasets.Football,Feature_Calculator_Enum.Local_Naive_Bayes_based_Common_Neighbor,Feature_Level_Enum.Level_1_And_2,61,0.0,0.5
6,Datasets.Football,Feature_Calculator_Enum.Node_and_Link_Clustering_Coefficient,Feature_Level_Enum.Level_1,61,15.0,0.6229508196721312
6,Datasets.Football,Feature_Calculator_Enum.Node_and_Link_Clustering_Coefficient,Feature_Level_Enum.Level_2,61,0.0,0.5
6,Datasets.Football,Feature_Calculator_Enum.Node_and_Link_Clustering_Coefficient,Feature_Level_Enum.Level_1_And_2,61,1.0,0.5081967213114754
6,Datasets.Football,Feature_Calculator_Enum.CAR,Feature_Level_Enum.Level_1,61,18.0,0.6475409836065573
