idx,Dataset,Feature Calculator,Feature Level,Number Of Removed Links,Number Of Correct Suggestions,AUC,Number Of Correct Suggestions By OCC,AUC By OCC
0,Datasets.Macaque,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_1,280,90.0,0.6607142857142857,50.0,0.5892857142857143
0,Datasets.Macaque,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_2,280,87.0,0.6553571428571429,63.0,0.6125
0,Datasets.Macaque,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_1_And_2,280,125.0,0.7232142857142857,74.0,0.6321428571428571
0,Datasets.Macaque,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_1,280,133.0,0.7375,105.0,0.6875
0,Datasets.Macaque,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_2,280,130.0,0.7321428571428572,69.0,0.6232142857142857
0,Datasets.Macaque,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_1_And_2,280,131.0,0.7339285714285715,70.0,0.625
0,Datasets.Macaque,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_1,280,93.0,0.6660714285714285,51.0,0.5910714285714286
0,Datasets.Macaque,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_2,280,98.0,0.675,70.0,0.625
0,Datasets.Macaque,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_1_And_2,280,122.0,0.7178571428571429,64.0,0.6142857142857143
0,Datasets.Macaque,Feature_Calculator_Enum.Adamic_Adar,Feature_Level_Enum.Level_1,280,93.0,0.6660714285714285,50.0,0.5892857142857143
0,Datasets.Macaque,Feature_Calculator_Enum.Adamic_Adar,Feature_Level_Enum.Level_2,280,92.0,0.6642857142857143,62.0,0.6107142857142858
0,Datasets.Macaque,Feature_Calculator_Enum.Adamic_Adar,Feature_Level_Enum.Level_1_And_2,280,123.0,0.7196428571428571,76.0,0.6357142857142857
0,Datasets.Macaque,Feature_Calculator_Enum.Jaccard,Feature_Level_Enum.Level_1,280,11.0,0.5196428571428572,40.0,0.5714285714285714
0,Datasets.Macaque,Feature_Calculator_Enum.Jaccard,Feature_Level_Enum.Level_2,280,87.0,0.6553571428571429,63.0,0.6125
0,Datasets.Macaque,Feature_Calculator_Enum.Jaccard,Feature_Level_Enum.Level_1_And_2,280,123.0,0.7196428571428571,54.0,0.5964285714285714
0,Datasets.Macaque,Feature_Calculator_Enum.Clustering_Coefficient,Feature_Level_Enum.Level_1,280,95.0,0.6696428571428572,48.0,0.5857142857142857
0,Datasets.Macaque,Feature_Calculator_Enum.Clustering_Coefficient,Feature_Level_Enum.Level_2,280,89.0,0.6589285714285714,61.0,0.6089285714285715
0,Datasets.Macaque,Feature_Calculator_Enum.Clustering_Coefficient,Feature_Level_Enum.Level_1_And_2,280,123.0,0.7196428571428571,86.0,0.6535714285714286
0,Datasets.Macaque,Feature_Calculator_Enum.Local_Naive_Bayes_based_Common_Neighbor,Feature_Level_Enum.Level_1,280,102.0,0.6821428571428572,54.0,0.5964285714285714
0,Datasets.Macaque,Feature_Calculator_Enum.Local_Naive_Bayes_based_Common_Neighbor,Feature_Level_Enum.Level_2,280,94.0,0.6678571428571428,75.0,0.6339285714285714
0,Datasets.Macaque,Feature_Calculator_Enum.Local_Naive_Bayes_based_Common_Neighbor,Feature_Level_Enum.Level_1_And_2,280,123.0,0.7196428571428571,75.0,0.6339285714285714
0,Datasets.Macaque,Feature_Calculator_Enum.Node_and_Link_Clustering_Coefficient,Feature_Level_Enum.Level_1,280,128.0,0.7285714285714285,99.0,0.6767857142857143
0,Datasets.Macaque,Feature_Calculator_Enum.Node_and_Link_Clustering_Coefficient,Feature_Level_Enum.Level_2,280,124.0,0.7214285714285714,92.0,0.6642857142857143
0,Datasets.Macaque,Feature_Calculator_Enum.Node_and_Link_Clustering_Coefficient,Feature_Level_Enum.Level_1_And_2,280,135.0,0.7410714285714286,90.0,0.6607142857142857
0,Datasets.Macaque,Feature_Calculator_Enum.CAR,Feature_Level_Enum.Level_1,280,91.0,0.6625,44.0,0.5785714285714285
0,Datasets.Macaque,Feature_Calculator_Enum.CAR,Feature_Level_Enum.Level_2,280,76.0,0.6357142857142857,79.0,0.6410714285714285
