idx,Dataset,Feature Calculator,Feature Level,Number Of Removed Links,Number Of Correct Suggestions,AUC,Number Of Correct Suggestions By OCC,AUC By OCC
0,Datasets.USAir97,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_1,1063,478.0,0.7248353715898401,70.0,0.532925682031985
0,Datasets.USAir97,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_2,1063,466.0,0.7191909689557855,30.0,0.5141110065851364
0,Datasets.USAir97,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_1_And_2,1063,487.0,0.729068673565381,25.0,0.5117591721542804
0,Datasets.USAir97,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_1,1063,484.0,0.7276575729068674,119.0,0.5559736594543744
0,Datasets.USAir97,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_2,1063,465.0,0.7187206020696143,75.0,0.535277516462841
0,Datasets.USAir97,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_1_And_2,1063,470.0,0.7210724365004704,81.0,0.5380997177798683
0,Datasets.USAir97,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_1,1063,554.0,0.7605832549388523,139.0,0.5653809971777987
0,Datasets.USAir97,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_2,1063,464.0,0.7182502351834431,37.0,0.5174035747883349
0,Datasets.USAir97,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_1_And_2,1063,487.0,0.729068673565381,42.0,0.519755409219191
0,Datasets.USAir97,Feature_Calculator_Enum.Adamic_Adar,Feature_Level_Enum.Level_1,1063,530.0,0.7492944496707432,91.0,0.5428033866415805
0,Datasets.USAir97,Feature_Calculator_Enum.Adamic_Adar,Feature_Level_Enum.Level_2,1063,471.0,0.7215428033866416,24.0,0.5112888052681092
0,Datasets.USAir97,Feature_Calculator_Enum.Adamic_Adar,Feature_Level_Enum.Level_1_And_2,1063,485.0,0.7281279397930386,28.0,0.5131702728127939
0,Datasets.USAir97,Feature_Calculator_Enum.Jaccard,Feature_Level_Enum.Level_1,,,exception,,
0,Datasets.USAir97,Feature_Calculator_Enum.Jaccard,Feature_Level_Enum.Level_2,,,exception,,
0,Datasets.USAir97,Feature_Calculator_Enum.Jaccard,Feature_Level_Enum.Level_1_And_2,,,exception,,
0,Datasets.USAir97,Feature_Calculator_Enum.Clustering_Coefficient,Feature_Level_Enum.Level_1,1063,526.0,0.7474129821260583,83.0,0.5390404515522107
0,Datasets.USAir97,Feature_Calculator_Enum.Clustering_Coefficient,Feature_Level_Enum.Level_2,1063,459.0,0.715898400752587,22.0,0.5103480714957667
0,Datasets.USAir97,Feature_Calculator_Enum.Clustering_Coefficient,Feature_Level_Enum.Level_1_And_2,1063,480.0,0.7257761053621825,24.0,0.5112888052681092
0,Datasets.USAir97,Feature_Calculator_Enum.Local_Naive_Bayes_based_Common_Neighbor,Feature_Level_Enum.Level_1,1063,508.0,0.7389463781749765,85.0,0.5399811853245532
0,Datasets.USAir97,Feature_Calculator_Enum.Local_Naive_Bayes_based_Common_Neighbor,Feature_Level_Enum.Level_2,1063,456.0,0.7144873000940734,23.0,0.5108184383819379
0,Datasets.USAir97,Feature_Calculator_Enum.Local_Naive_Bayes_based_Common_Neighbor,Feature_Level_Enum.Level_1_And_2,1063,475.0,0.7234242709313264,23.0,0.5108184383819379
0,Datasets.USAir97,Feature_Calculator_Enum.Node_and_Link_Clustering_Coefficient,Feature_Level_Enum.Level_1,1063,543.0,0.7554092191909689,290.0,0.636406396989652
0,Datasets.USAir97,Feature_Calculator_Enum.Node_and_Link_Clustering_Coefficient,Feature_Level_Enum.Level_2,1063,460.0,0.7163687676387582,57.0,0.5268109125117592
0,Datasets.USAir97,Feature_Calculator_Enum.Node_and_Link_Clustering_Coefficient,Feature_Level_Enum.Level_1_And_2,1063,478.0,0.7248353715898401,60.0,0.5282220131702728
0,Datasets.USAir97,Feature_Calculator_Enum.CAR,Feature_Level_Enum.Level_1,1063,485.0,0.7281279397930386,263.0,0.6237064910630292
0,Datasets.USAir97,Feature_Calculator_Enum.CAR,Feature_Level_Enum.Level_2,1063,428.0,0.7013170272812794,93.0,0.5437441204139228
0,Datasets.USAir97,Feature_Calculator_Enum.CAR,Feature_Level_Enum.Level_1_And_2,1063,438.0,0.7060206961429916,98.0,0.5460959548447789
1,Datasets.USAir97,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_1,1063,490.0,0.7304797742238947,27.0,0.5126999059266227
1,Datasets.USAir97,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_2,1063,479.0,0.7253057384760113,23.0,0.5108184383819379
1,Datasets.USAir97,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_1_And_2,1063,498.0,0.7342427093132644,32.0,0.5150517403574788
1,Datasets.USAir97,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_1,1063,490.0,0.7304797742238947,117.0,0.555032925682032
1,Datasets.USAir97,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_2,1063,473.0,0.722483537158984,89.0,0.541862652869238
1,Datasets.USAir97,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_1_And_2,1063,476.0,0.7238946378174976,95.0,0.5446848541862653
1,Datasets.USAir97,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_1,1063,556.0,0.7615239887111948,109.0,0.5512699905926622
1,Datasets.USAir97,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_2,1063,461.0,0.7168391345249294,35.0,0.5164628410159925
1,Datasets.USAir97,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_1_And_2,1063,493.0,0.7318908748824082,61.0,0.528692380056444
