idx,Dataset,Feature Calculator,Feature Level,Number Of Removed Links,Number Of Correct Suggestions,AUC,Number Of Correct Suggestions By OCC,AUC By OCC
0,Datasets.Celegansneural,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_1,859,167.0,0.5972060535506403,42.0,0.5244470314318975
0,Datasets.Celegansneural,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_2,859,167.0,0.5972060535506403,31.0,0.5180442374854481
0,Datasets.Celegansneural,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_1_And_2,859,185.0,0.6076833527357393,38.0,0.5221187427240978
0,Datasets.Celegansneural,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_1,859,116.0,0.5675203725261933,30.0,0.5174621653084982
0,Datasets.Celegansneural,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_2,859,145.0,0.5844004656577415,37.0,0.5215366705471478
0,Datasets.Celegansneural,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_1_And_2,859,152.0,0.5884749708963911,30.0,0.5174621653084982
0,Datasets.Celegansneural,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_1,859,166.0,0.5966239813736903,36.0,0.5209545983701979
0,Datasets.Celegansneural,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_2,859,149.0,0.5867287543655413,32.0,0.5186263096623981
0,Datasets.Celegansneural,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_1_And_2,859,166.0,0.5966239813736903,36.0,0.5209545983701979
0,Datasets.Celegansneural,Feature_Calculator_Enum.Adamic_Adar,Feature_Level_Enum.Level_1,859,177.0,0.6030267753201397,7.0,0.5040745052386496
0,Datasets.Celegansneural,Feature_Calculator_Enum.Adamic_Adar,Feature_Level_Enum.Level_2,859,163.0,0.5948777648428405,34.0,0.519790454016298
0,Datasets.Celegansneural,Feature_Calculator_Enum.Adamic_Adar,Feature_Level_Enum.Level_1_And_2,859,178.0,0.6036088474970897,30.0,0.5174621653084982
